sno.,name,cuisine,course,diet, price 
5786,????ù?????ù? ????ù? ???????ùç????ù? ????ù? ???????ù??ù? ????ù???????????ù? - Radish Leaves Pachadi (. In Hindi),South Indian  .,Side Dish,Diabetic Friendly, $20.00 
5787,Greek Style Bourekia . (Potato and Leek Puffs .),Greek,Snack,Vegetarian, $15.00 
5788, Indian Style Alugadde and Mentye Pakoda . (Potato and fenugreek leaves fritters), Indian,Snack,Vegetarian, $10.00 
5789, Indian Style Saggubiyyam Punugulu . (Crispy Tapioca Snack), Indian,Snack,Vegetarian, $150.00 
5790,???????ù? ???????ù? ????ù? ??????????ù? ????ù???????????ù? - Green Chana Chutney (. In Hindi),Rajasthani,Side Dish,Vegetarian, $5.00 
5791,???????ùÅ????????? ????ù? ??????????ù? ????ù???????????ù? - Beetroot Chutney (. In Hindi),South Indian  .,Side Dish,Diabetic Friendly, $20.00 
5792,Beetroot Gazpacho Soup .,Continental,Appetizer,Vegetarian, $15.00 
5793,????ù?????ù???? ??????????ù? ????ù???????????ù? - Mysore Chutney (. In Hindi), Indian,Side Dish,Vegetarian, $20.00 
5794,Chettinad Mixed Bean Adai .,South Indian  .,South Indian Breakfast,High Protein Vegetarian, $10.00 
5795,Iyengar Style Thavala Adai .,Tamil Nadu,South Indian Breakfast,High Protein Vegetarian, $120.00 
5796,Thavala Adai .,South Indian  .,Appetizer,Vegetarian, $10.00 
5797,??????????????? ??????????ùç??? ????ù? ??????????ù? ????ù???????????ù? - Capsicum Chutney (. In Hindi),Indian,Side Dish,Vegan, $10.00 
5798,??????????????? ??????????ùç??? ???????ù???? ????ùÅ????ùç????ù? ????ù???????????ù? - Paneer Bhurji . With Capsicum (. In Hindi),Indian,Lunch,High Protein Vegetarian, $10.00 
5799,????ùÅ????ù??????? ??????????ù? ????ù???????????ù? - Pudina Chutney (. In Hindi),Indian,Side Dish,Vegetarian, $10.00 
5800,??????????????? ????ùç????????? ????ù? ??????????ù? ????ù???????????ù? - Tomato Onion Chutney (. In Hindi),South Indian  .,Side Dish,Vegetarian, $10.00 
5801,Palak Gobi Sabzi . - Spinach and Cauliflower Sabzi (. in Hindi),Indian,Lunch,Vegetarian, $10.00 
5802,??????????????? ????ù?????ùç????ù???? ???????ù? ????ù???????????ù? - Masala Roasted Aloo (. In Hindi),Indian,Lunch,Vegetarian, $10.00 
5803,Garlic Chutney . ??? Lahsun ki Chutney (. In Hindi),Indian,Side Dish,Vegetarian, $15.00 
5804,??????????????? ??????????ùÅ??? ????ù? ??????????ù? ????ù???????????ù? - Tomato Garlic Chutney (. In Hindi),Indian,Side Dish,Vegetarian, $20.00 
5805,????ùç?????????????ù? ??????????ù? ????ù???????????ù? - Brahmi Chutney (. In Hindi),South Indian  .,Side Dish,Vegetarian, $10.00 
5806,Khamiri Roti .,Mughlai,Side Dish,Vegetarian, $30.00 
5807,Tamatar Chaat Banarasi Style .,Uttar Pradesh,Snack,Vegetarian, $10.00 
5808,Carrot and Capsicum Mix Dal . ,South Indian  .,Lunch,High Protein Vegetarian, $10.00 
5809,????????? ????????? ??????????ù? ????ù???????????ù? - Chana Dal Chutney (. In Hindi),South Indian  .,Side Dish,Vegetarian, $15.00 
5810,???????????? ????ù? ??????????ù? ????ù???????????ù? - Carrot Chutney (. In Hindi),Indian,Side Dish,Vegetarian, $75.00 
5811,??????????????? ????ù? ??????????ù? ????ù???????????ù? - Tomato Chutney (. In Hindi),South Indian  .,South Indian Breakfast,Vegetarian, $20.00 
5812,Lauki Aloo Sabzi . - Lauki Aloo Sabzi (. In Hindi),Indian,Lunch,Vegetarian, $15.00 
5813,????ù?????????? ????ùç???????????? ????ù???????????ù??????? ????ùç????ù? ????ù???????????ù? - Kerala Style Vegetable Stew (. In Hindi),Kerala  .,Lunch,Vegetarian, $15.00 
5814,Persian Eggplant Stew . (Khoresht Bademjan),Parsi  .,Dinner,Vegetarian, $15.00 
5815,Suva Methi Baingan Sabzi . ( Eggplant in Dill and Methi leaves Curry .),Indian,Lunch,Vegetarian, $10.00 
5816,Vegan Baingan Makhani . (Eggplant In Rich Coconut Gravy),Indian,Dinner,Vegan, $10.00 
5817,Carrot Amla Pomegranate Juice .,Continental,Snack,Vegetarian, $10.00 
5818,Punjabi Dal Tadka . ??? Punjabi Dal Tadka (. In Hindi),Punjabi,Lunch,High Protein Vegetarian, $10.00 
5819,Prawns Coconut Curry .,South Indian  .,Lunch,Non Vegeterian, $15.00 
5820,Panchmel Dal . ??? Panchmel Dal (. In Hindi),Rajasthani,Lunch,High Protein Vegetarian, $10.00 
5821,Orange Cranberry Tutty Fruity Bread .,Continental,Snack,Eggetarian, $20.00 
5822,???????????? ????ùç???????????? ???????ù? ????ù??????? ????????? ????ù??????? ????ù???????????ù? - Dhaba Style Green Moong Dal Tadka (. In Hindi),Indian,Lunch,High Protein Vegetarian, $10.00 
5823,Urad Ki Sukhi Dal . (. In Hindi),Indian,Lunch,High Protein Vegetarian, $10.00 
5824,????????? ????ù???ù?ù? ????????? ????ù???????????ù? - Chana Methi Dal (. In Hindi),Indian,Side Dish,High Protein Vegetarian, $15.00 
5825,Goan Style Podollim Recheado Com Batata . (Snake Gourd Stuffed with Sweet Potato),Goan  .,Snack,Vegetarian, $10.00 
5826,Dahi Wale Aloo . ??? Dahi Wale Aloo (. In Hindi),Indian,Lunch,Vegetarian, $10.00 
5827,Masoor Dal Makhani . (. In Hindi),Indian,Lunch,High Protein Vegetarian, $10.00 
5828,Spicy Lime Pickle . (Naranga Achaar),Indian,Appetizer,Vegetarian, $20.00 
5829,Methi Matar Pulao . ??? Fenugreek Peas Pulao (. In Hindi),Indian,Lunch,Vegetarian, $20.00 
5830,Milagu Sadam . ??? Milagu Sadam (. In Hindi),South Indian  .,Lunch,Vegetarian, $15.00 
5831,Mocha Swiss Roll . (Cream Roll),Continental,Dessert,Eggetarian, $780.00 
5832,Punjabi Rajma Masala . ??? Punjabi Rajma Masala (. In Hindi),Indian,Main Course,Vegetarian, $15.00 
5833,Low Fat Apple Crumble with Muesli .,Continental,Dessert,Sugar Free Diet, $10.00 
5834,Tangy Corn Tamatar Bharta (. In Hindi),Indian,Dinner,Vegetarian, $15.00 
5835,????????????????ù? ????ùç???????????? ????????? ???????????? ????ù???????????ù? - Stir Fried Green Amaranth Leaves (. In Hindi), Indian  .,Lunch,Vegetarian, $15.00 
5836,????ù?????ù? ????ù?????ù? ???????ù? ????ù???????????ù? - Spicy Baby Potatoes (. In Hindi),Indian,Lunch,Vegetarian, $10.00 
5837,Healthy Jamun Cooler . (Black Plum Juice),Indian,Snack,Vegetarian, $10.00 
5838,Paatolyo . (Goan Sweet Dish),Goan  .,Dessert,Vegetarian, $30.00 
5839,Dal Banjara . ??? Dal Banjara (. In Hindi),Indian,Lunch,High Protein Vegetarian, $10.00 
5840,Khira Gaintha . - Rice Dumplings In Sweetened Milk,Indian,Dessert,Vegetarian, $30.00 
5841,???????????????????ù? ????ù? ????????? ????ù???????????ù? - Sweet Potato Dal (. In Hindi),Indian,Lunch,Vegetarian, $10.00 
5842,Spinach Dal . - Spinach Dal (. In Hindi),South Indian  .,Lunch,High Protein Vegetarian, $10.00 
5843,Navrang Dal . ??? Navrang Dal (. In Hindi),Indian,Lunch,High Protein Vegetarian, $10.00 
5844,???????ùç???????????? ????????? ??????????ùÅ?????? ????ù?????ù? ????ù? ????????ù ????ù???????????ù? - Pumpkin Dal With Garlic Tadka (. In Hindi),Indian,Dinner,Diabetic Friendly, $15.00 
5845,Masala Pohe ., Indian,South Indian Breakfast,Vegetarian, $25.00 
5846,Rajasthani Kachri Ki Chutney . (Wild Cucumber Chutney),Rajasthani,Side Dish,Vegetarian, $10.00 
5847,Sweet Potato Avocado Brownie Bites .,Continental,Dessert,Vegetarian, $10.00 
5848,Gajar Halwa Barfi . (Carrot Fudge),Indian,Dessert,Vegetarian, $20.00 
5849,Cheese Stuffed Mashed Potato Balls . (Non Fried),Asian,Appetizer,Vegetarian, $20.00 
5850,Coriander Prawn Cakes .,Continental,Appetizer,Non Vegeterian, $10.00 
5851,Milk Sooji Fudge ., Indian,Dessert,Vegetarian, $5.00 
5852,Goan Style Sana . (Soft Steamed Rice Cakes) ,Goan  .,South Indian Breakfast,Diabetic Friendly, $480.00 
5853,Goan Style Sando . (Steamed Rice Cakes Filled With Sweet Coconut),Goan  .,Dessert,Vegetarian, $480.00 
5854,"Dahi Chivda . (Fruit,Yogurt & Flattened Rice Breakfast Parfait)",Fusion,World Breakfast,Vegetarian, $5.00 
5855,Arhar Ki Dal with Garlic Tadka . - Arhar Ki Dal with Garlic Tadka (. In Hindi),Awadhi,Lunch,High Protein Vegetarian, $10.00 
5856,Garlic Dal . - Garlic Dal (. In Hindi),Indian,Lunch,High Protein Vegetarian, $10.00 
5857,Cauliflower Coconut Milk Stew .,South Indian  .,Lunch,Vegetarian, $10.00 
5858,. for Bada Makhan,Rajasthani,Dessert,Vegetarian, $30.00 
5859,??????????????? ???????ù??????? ????ù???????????ù? - Parsi Style Stuffed Eggplant (. In Hindi),Parsi  .,Lunch,Vegetarian, $20.00 
5860,????ù?????????? ????ù? ???????????? ????ù???????????ù? - Parsi Style Sweet & Spicy Drumsticks Cooked In Coconut Water/Toddy (. In Hindi),Parsi  .,Lunch,Vegetarian, $20.00 
5861,North Indian Style Green Raw Papaya Curry . ,Indian,Side Dish,Vegetarian, $10.00 
5862,Microwave Ashoka Halwa . | Moong Dal Halwa,Indian,Dessert,Vegetarian, $10.00 
5863,. for almonds and nuts, Indian  .,Snack,Vegetarian, $5.00 
5864,Chocolate Doughnut . ,Continental,Dessert,Vegetarian, $120.00 
5865, Indian Style Kucho Nimki . (Diamond Shaped Salty Snacks), Indian  .,Snack,Vegetarian, $15.00 
5866,????ù?????ù? ????ùç???????????? ???????????? ????ù???????????ù? - Cauliflower Fried Rice (. In Hindi),Indian,Lunch,Vegetarian, $15.00 
5867,Lemon Rice . ??? Lemon Rice (. In Hindi),South Indian  .,Lunch,No Onion No Garlic (Sattvic), $10.00 
5868,Potato Basil Fritters .,Continental,Snack,Vegetarian, $20.00 
5869,Sweet Potato Brownie .,Continental,Dessert,Gluten Free, $25.00 
5870,Mozzarella Stuffed Potato Balls .,Indian,Appetizer,Vegetarian, $10.00 
5871,"Healthy Vegetable Fries . (Oven roasted Potato, Zucchini and Carrot Fries)",Continental,Side Dish,Vegetarian, $10.00 
5872,Sweet Potato Halwa . (Sweet Potato Halwa),Indian,Dessert,Vegetarian, $10.00 
5873,Spinach Potato Frittata Bites .,Continental,Appetizer,Eggetarian, $20.00 
5874,Traditional Rasmalai .,Indian,Dessert,Vegetarian, $20.00 
5875,Sesame Potato Toast .,Continental,Snack,Vegetarian, $10.00 
5876,Moong Sprouts And Sweet Potato Cutlet .,Indian,Snack,Vegetarian, $15.00 
5877,Twice Baked Potatoes .,Continental,Appetizer,Vegetarian, $15.00 
5878,Pumpkin Ombhal . ??? Pumpkin Ombhal (. In Hindi),Nagaland,Lunch,Vegetarian, $15.00 
5879,???????????? ????????????????????¶?ù? ????ù? ???????ù?????ù?????ù???????????ù? - Lucknowi Singhade Ki Kachori (. In Hindi),Indian,Snack,Vegetarian, $15.00 
5880,Yellow Cucumber Pachadi .,South Indian  .,Side Dish,Vegetarian, $20.00 
5881,Biscuit Dough Donuts .,European,Snack,Vegetarian, $10.00 
5882,Poshto Phoolkopi . (Cauliflower & Potato In Poppy Seeds Gravy) , Indian  .,Lunch,Vegetarian, $10.00 
5883,Vermicelli Kunafa . With Paneer & Cream Filling,Fusion,Dessert,Vegetarian, $30.00 
5884,Baked Beans & Potatoes Chaat .,Indian,Snack,Vegetarian, $30.00 
5885,Potato and Red Beans Hunan Stir Fry . ,Sichuan,Appetizer,Vegetarian, $10.00 
5886,???????ùç?????? ????ù?????ù? ????ùÅ????????? ????ù???????????ù? - Spiced Cabbage Rice (. In Hindi),Indian,Lunch,Vegetarian, $15.00 
5887,Potato and Chickpea Salad .,Indian,Appetizer,Vegetarian, $30.00 
5888,Gluten Free Skillet Pizza With Potato and Tapioca,Italian,Dinner,Gluten Free, $30.00 
5889,Roasted Potatoes & Zucchini Bake . In A Creamy Parsley Sauce,Continental,Main Course,Vegetarian, $15.00 
5890,Maharashtrian Batatyacha Kees . (Spicy Roasted Potatoes With Peanuts),Maharashtrian  .,Lunch,Vegetarian, $10.00 
5891,Tomato Basil Penne With Sweet Potato and Beet Balls .,Italian,Dinner,Vegetarian, $20.00 
5892,Matar Ki Tehri . ??? Matar Ki Tehri (. In Hindi),Awadhi,One Pot Dish,Vegetarian, $20.00 
5893,????ù?????ù? ????ùç???????????? ???????????? ????ù???????????ù? - Tofu Fried Rice (. In Hindi) ,Chinese,Lunch,Vegetarian, $20.00 
5894,Potato and Spring Onion Soup .,Continental,Appetizer,Vegetarian, $20.00 
5895,Rajasthani Pumpkin and Potato Vegetable .,Rajasthani,Dinner,Vegetarian, $10.00 
5896,????ù??????? ??????????ùÅ??? ???????????????????ù? ????ù???????????ù? - Goan Style Mushroom Vindaloo (. In Hindi),Goan  .,Dinner,Vegetarian, $20.00 
5897,Aloo Methi Paratha .,Indian,North Indian Breakfast,Vegetarian, $20.00 
5898,Potato Paneer Curry Without Onion And Garlic . (Vrat Wale Aloo Paneer),Indian,Lunch,Vegetarian, $20.00 
5899,Chickpea and Potato Soaked Sabzi .,Indian,Lunch,High Protein Vegetarian, $10.00 
5900,Makhana Aloo Tikki . (Spiced Lotus Seed Patties .),Indian,Snack,Vegetarian, $15.00 
5901,Stuffed Masala Aloo Naan . Made Without Oven,Indian,Main Course,Vegetarian, $30.00 
5902,Aloo Bonda . (Deep Fried Snack With Potato Filling), Indian  .,Snack,Vegetarian, $10.00 
5903, Indian Aloo Potol er Dalna . - A Traditional Vegetable Side Dish, Indian  .,Dinner,Vegetarian, $20.00 
5904,Aloo Posto . (Potatoes In Poppy Seed Paste), Indian  .,Lunch,Vegetarian, $10.00 
5905,Farali Aaloo Pattice .,Indian,Appetizer,Vegetarian, $10.00 
5906,Vegan Soya Aloo Curry .,Indian,Dinner,High Protein Vegetarian, $25.00 
5907,Bihari Style Aloo Ka Chokha . - Spiced & Mashed Potatoes With Mustard Oil,Bihari,Lunch,Vegetarian, $10.00 
5908,Broccoli And Aloo Lifafa Paratha .,Indian,Dinner,Vegetarian, $20.00 
5909,Saunf Aloo (Fennel Potato Curry) .,Punjabi,Lunch,Vegetarian, $10.00 
5910,Aloo Kulcha . (Spiced Potato Stuffed Indian Flat Bread),Indian,Dinner,Vegetarian, $15.00 
5911,Potato Vindaloo . (Spicy Goan Potato Curry),Goan  .,Lunch,Vegetarian, $10.00 
5912,No Onion No Garlic Aloo Makhana Sabzi (. In Hindi),Indian,Lunch,Vegetarian, $10.00 
5913,Makhana Raita .,Awadhi,Side Dish,Vegetarian, $5.00 
5914,Falahari Rajgira Aloo Tikki . (Gluten Free Amaranth Potato Patty),Indian,Appetizer,No Onion No Garlic (Sattvic), $20.00 
5915,Aloo & Nariyal Ki Kachori . (Pan Fried Farali Aloo Vada),Indian,Snack,Vegetarian, $20.00 
5916,Aloo Chaat . With Baked Beans - Roz Ka Khana With Figaro Olive Oil,Indian,Snack,Vegetarian, $30.00 
5917,Jaipuri Potato Onion Sabzi . ??? Jaipuri Aloo Pyaz Ki Sabzi (. In Hindi),Rajasthani,Lunch,Vegetarian, $10.00 
5918,Chana Aur Aloo Ki Sookhi Sabzi . (. In Hindi),Indian,Lunch,High Protein Vegetarian, $10.00 
5919,???????ù? ????ù?????ù???? ????ù?????ùç????ù? ????ù???????????ù? - Aloo Parwal In Poppy Seed Masala (. In Hindi), Indian  .,Dinner,Vegetarian, $15.00 
5920,Aloo Amritsari . ??? Aloo Amritsari (. In Hindi),Punjabi,Lunch,Vegetarian, $15.00 
5921,???????ù? ???????????? ????????? ????ù? ???????ùç?ù??ù? ????ù???????????ù? - No Onion And No Garlic Aloo Gajar Matar Ki Sabzi (. In Hindi),Indian,Lunch,Vegetarian, $10.00 
5922,Aloo Gobhi Matar Ki Sabzi . - Aloo Gobhi Matar Ki Sabzi (. In Hindi),Indian,Lunch,Vegetarian, $15.00 
5923,Lahori Aloo . ??? Lahori Aloo (. In Hindi),Pakistani,Lunch,Vegetarian, $20.00 
5924,????ù??????? ????ù??????? ???????ù? ????ù? ???????ùç?ù??ù? ????ù???????????ù? - Vegan Soya Aloo Curry (. In Hindi),Indian,Dinner,High Protein Vegetarian, $25.00 
5925,???????ù? ???????????? ????ù? ???????ùç?ù??ù? ????ù???????????ù? - No Onion No Garlic Aloo Gajar Ki Sabzi (. In Hindi),Indian,Lunch,Vegetarian, $10.00 
5926,????????????????????ú ???????ù? ?????? ????ù???????????ù? - Niramish Aloo Dum (. In Hindi),Indian,Lunch,Vegetarian, $15.00 
5927,Aloo Matar Masala Khichdi .,Indian,Main Course,Vegetarian, $5.00 
5928,Jeera Hing Aloo . - Jeera Hing Aloo (. In Hindi),Indian,Lunch,Vegetarian, $10.00 
5929,Low Fat Aloo Bonda . - Made In Kuzhi Paniyaram Pan,South Indian  .,Snack,Vegetarian, $20.00 
5930,Dhania Wale Aloo . - Coriander Potato . (. In Hindi),Indian,Lunch,Vegetarian, $10.00 
5931,Achaari Aloo Gobhi . (. In Hindi),Indian,Lunch,Vegetarian, $10.00 
5932,Sesame Potato . ??? Til Ke Aloo (. In Hindi),Indian,Lunch,Vegetarian, $15.00 
5933,Aloo Tamatari . ??? Aloo Tamatari (. In Hindi),Indian,Lunch,Vegetarian, $15.00 
5934,????????????????????ú ???????ù? ?????? ????ù???????????ù? - Niramish Aloo Dum Sabzi (. In Hindi),Indian,Lunch,Vegetarian, $15.00 
5935,One Pot Aloo Gobi . ??? One Pot Aloo Gobi (. In Hindi),Indian,Main Course,Eggetarian, $10.00 
5936,Dubki Wale Aloo . - Dubki Wale Aloo (. In Hindi),Indian,Lunch,Vegetarian, $15.00 
5937,Achari Aloo . ??? Achari Aloo (. In Hindi),Indian,Dinner,Vegetarian, $15.00 
5938,Healthy Aloo Roll . (Baked Bread Potato Roll),Continental,Appetizer,Vegetarian, $30.00 
5939,Kalonji Gobi Aloo . (Cauliflower & Potato Stir Fry with Nigella Seeds),Indian,Lunch,Vegetarian, $10.00 
5940,Sabudana Kheer . ??? Sabudana Kheer (. In Hindi),Indian,Dessert,Vegetarian, $-   
5941,Aloo Chana In Mint Coriander Gravy .,Indian,Lunch,Vegetarian, $430.00 
5942,Saunf Aloo & Dal Kebab . (Potato & Lentil Kebabs),Indian,Appetizer,Vegetarian, $10.00 
5943,???????????? ?????? ??????????????? ??????????ùç??? ????ùÅ????????? ????ù???????????ù? - Carrot And Capsicum Rice (. In Hindi) ,Indian,Lunch,Vegetarian, $20.00 
5944,Moong Dal Rasam/Pesara Pappu Charu . (Lemon Infused Indian Lentil Soup),South Indian  .,Lunch,High Protein Vegetarian, $10.00 
5945,???????ù? ????ù???? ?????? ????????? ????ù???????????ù? - Green Apple Rasam (. In Hindi),South Indian  .,Dinner,High Protein Vegetarian, $10.00 
5946,????ù? ???????????? ????ù???????????ù? - Ghee Rice (. In Hindi),South Indian  .,Lunch,Gluten Free, $30.00 
5947,???????????? ????ùÅ????????? ????ù???????????ù? - Carrot Rice (. In Hindi),Indian,Dinner,Vegetarian, $20.00 
5948,Whole Wheat Butter Cookies .,Continental,Snack,Vegetarian, $15.00 
5949,Pudina Rice . - Pudina Rice (. In Hindi),South Indian  .,Lunch,Vegetarian, $10.00 
5950,Ellu Sadam . ??? Ellu Sadam (. In Hindi),South Indian  .,Lunch,Vegetarian, $20.00 
5951,Tomato Methi Rice (. In Hindi),Indian,Dinner,, $10.00 
5952,Vegan Chocolate Mocha Banana Cake .,Continental,Dessert,Vegan, $15.00 
5953,Super Food Green Smoothie . With Greek Yogurt Papaya Spirulina & Wheat Grass,Continental,Snack,High Protein Vegetarian, $10.00 
5954,Tofu Pulao . ??? Tofu Pulao (. In Hindi),Indian,Dinner,Vegetarian, $20.00 
5955,????ù??????? ???????????? ????ù???????????ù? - Jeera Rice (. In Hindi),Indian,Lunch,Vegetarian, $10.00 
5956,Mixed Vegetable Paratha .,Indian,Dinner,Vegetarian, $25.00 
5957,Stuffed Corn and Capsicum Paratha . with Herbs,Indian,Indian Breakfast,Vegetarian, $20.00 
5958,Mushroom Paratha .,Indian,Lunch,High Protein Vegetarian, $30.00 
5959,Tofu & Capsicum Paratha . (Stuffed Tofu Flatbread),Indian,Lunch,High Protein Vegetarian, $20.00 
5960,Beetroot Paratha . Flavored With Peanuts,Indian,Indian Breakfast,Vegetarian, $20.00 
5961,Palak Pulao . ??? Spinach Pulao (. In Hindi),Indian,Lunch,Vegetarian, $10.00 
5962,Khatua . (Bhojpuri Style Khichdi),Bihari,Dinner,Vegetarian, $5.00 
5963,Cheese and Spring Onion Stuffed Parathas,Indian,Indian Breakfast,Vegetarian, $20.00 
5964,??????????????? ????ùÅ??????????ù????????ù? ????ù???????????ù? - Spicy Tomato Rice (. In Hindi),South Indian  .,Main Course,Vegetarian, $5.00 
5965, Indian Style Ranjaka . (Red Chili Chutney .), Indian,Side Dish,Vegetarian, $5.00 
5966,Moong Dal Palak Cheela . (Yellow Lentil And Spinach Crepes),Indian,North Indian Breakfast,High Protein Vegetarian, $20.00 
5967,Whole Wheat Vegetable Chilla (Cheela) .,Indian,North Indian Breakfast,High Protein Vegetarian, $20.00 
5968,Singhara Atta Cheela . (No Onion No Garlic Navratri Fasting/Vrat .),Indian,Lunch,Vegetarian, $25.00 
5969,Besan Aur Pyaz Ka Cheela . - Roz Ka Khana With Figaro Olive Oil,Indian,North Indian Breakfast,High Protein Vegetarian, $20.00 
5970, Indian Style Erra Kaaram Dosa . (Spicy Red Chilli Chutney Dosa .), Indian,South Indian Breakfast,Vegetarian, $10.00 
5971,Dry Palak Dal Sabzi . - Dry Palak Dal Sabzi (. In Hindi), Indian,Dinner,High Protein Vegetarian, $10.00 
5972,Assamese Komolar Kheer . (Orange Kheer),Assamese,Dessert,Vegetarian, $5.00 
5973,Maharashtrian Gavachi Kheer . (Whole Cracked Wheat Pudding),Indian,Dessert,Vegetarian, $15.00 
5974,Brown Rice Flakes Pudding / Desi Poha Kheer .,Indian,Dessert,Vegetarian, $20.00 
5975,Khira Gaintha . (Kheer Puli),Oriya  .,Dessert,Vegetarian, $15.00 
5976,Foxtail Millet Kheer . (Millet Pudding With Saffron & Nuts),Tamil Nadu,Dessert,Vegetarian, $15.00 
5977,Black Currant Dates Kheer .,Indian,Dessert,Vegetarian, $20.00 
5978,Makki Ki Baked Mathri . (Baked Cornmeal Flaky Biscuit),Indian,Snack,Vegetarian, $20.00 
5979,Baked Palak Ki Mathri . (Baked Spinach Spicy Tea-Time Crackers),Indian,Snack,Vegetarian, $20.00 
5980,Mithi Mathri . (Crispy Fried Sweet Fritters),Indian,Snack,Vegetarian, $30.00 
5981,Baked Mathri . (Non Fried Tea Time Snack),Indian,Snack,Vegetarian, $20.00 
5982,????ù??????? ???????ùç????ù? ????ù???????????ù? - Poha Ladoo With Chocolate And Coconut (. In Hindi),Indian,Dessert,Vegetarian, $10.00 
5983,Pumpkin Coconut Ladoo . ??? Pumpkin Coconut Ladoo (. In Hindi),Indian,Dessert,Vegetarian, $5.00 
5984,Traditional Panjiri Laddu (Janmashtami Pasadam) . - Panjiri Ladoo (. In Hindi),Indian,Dessert,Vegetarian, $15.00 
5985,Maharashtrian Dinkache Ladoo . (Whole Wheat Flour Truffles With Edible Gum & Dry Fruits),Maharashtrian  .,Snack,Vegetarian, $30.00 
5986,????ù???? ?????? ???????????? ????ù???????????ù? - Apple Halwa (. In Hindi),Indian,Dessert,Vegetarian, $10.00 
5987,?????????????ùç??ù???????ù? ???????ù? ???????ù? ?????? ???????????? ????ù???????????ù? - Rajasthani Hare Chane Ka Halwa (. In Hindi),Rajasthani,Dessert,Vegetarian, $5.00 
5988,????ùç????ù???? ???????????? ????ù???????????ù? - Bread Halwa (. In Hindi),Mughlai,Dessert,Vegetarian, $10.00 
5989,Sooji Halwa Breakfast Bowl .,Indian,Indian Breakfast,Vegetarian, $10.00 
5990,Kerala Style Rice Halwa .,Kerala  .,Dessert,Vegetarian, $10.00 
5991,Chocolate And Semolina Halwa .,South Indian  .,Dessert,Vegetarian, $5.00 
5992,Thulli . (Broken Wheat Halwa),Indian,Dessert,Vegetarian, $10.00 
5993,Mukhadi Halwa . (Semolina & All Purpose Flour Halwa),Indian,Dessert,Vegetarian, $15.00 
5994,Rajasthani Hare Chana Halwa . (Choliya Halwa),Rajasthani,Dessert,Vegetarian, $5.00 
5995,Beetroot Halwa . (With Vegan Option),Indian,Dessert,Vegetarian, $30.00 
5996,Vegan Carrot Halwa Ice Cream .,Indian,Dessert,Vegan, $25.00 
5997,WeetBix Halwa .,Indian,Dessert,Vegetarian, $10.00 
5998,Singhare Atte Ka Halwa/Sheera . (Water Chestnut Flour Halwa .),Indian,Dessert,Vegetarian, $15.00 
5999,Ragi Halwa . | Healthy Indian Sweet Made With Ragi, Indian,Dessert,High Protein Vegetarian, $5.00 
6000,Wheat Rava Halwa .,Indian,Dessert,Vegetarian, $10.00 
6001,Pumpkin Halwa (Kaddu Ka Halwa) .,Indian,Dessert,Vegetarian, $10.00 
6002,Sanjori Bread . (Maharashtrian Sweet Flatbread Stuffed with Halwa),Maharashtrian  .,Dessert,Vegetarian, $40.00 
6003,Goan Style Banana Halwa . (Kelyacho Halwo),Goan  .,Dessert,Vegetarian, $5.00 
6004,Habshi Halwa .,Indian,Dessert,Vegetarian, $10.00 
6005,Choco Badam Barfi / Choco Almond Fudge .,Indian,Dessert,Vegetarian, $10.00 
6006,Shrikhand Vadi . (Yogurt Barfi),Maharashtrian  .,Snack,Vegetarian, $15.00 
6007,Red Kidney Beans Chocolate Barfi .,Indian,Dessert,Vegetarian, $6.00 
6008,No Bake Dragon Fruit Jam Tarts .,French,Dessert,Vegetarian, $15.00 
6009,Baked Chevdo . (Chivda Mixture -Tea Time Snack), Indian,Snack,Vegetarian, $20.00 
6010,Khara Obbattu . (Bread Stuffed With Spicy Potato Mixture .), Indian,,, $30.00 
6011,Strawberry And Sooji Halwa .,Indian,Dessert,Vegetarian, $5.00 
6012,Saffron Milk Masala .,Indian,Snack,Vegetarian, $10.00 
6013,Spinach And Tomato Quiche . ,French,World Breakfast,Eggetarian, $10.00 
6014,???????????? ?????? ????ù?????ùç??? ?????? ????ù????????????? ????ù???????????ù? - Carrot and Beans Poriyal (. In Hindi),South Indian  .,Lunch,Vegetarian, $10.00 
6015,??????????????? ??????????ùç??? ?????? ??????????ùÅ??? ????ù? ???????ùç?ù??ù? ????ù???????????ù? - Pepper Mushroom Stir Fry (. In Hindi),South Indian  .,Lunch,Vegetarian, $15.00 
6016,Besan Arbi Roast . ??? Besan Arbi Roast (. In Hindi),Indian,World Breakfast,Gluten Free, $20.00 
6017,Punjabi Sabut Moong Ki Dal . ??? Punjabi Sabut Moong Ki Dal (. In Hindi),Indian,Lunch,High Protein Vegetarian, $10.00 
6018,Vegan Black Beans Stuffed Paratha .,Indian,Lunch,High Protein Vegetarian, $40.00 
6019,Gulachi Poli . (Jaggery And Poppy Seeds Stuffed Paratha),Maharashtrian  .,Lunch,Vegetarian, $30.00 
6020,Phalguni Dal . ??? Phalguni Dal (. In Hindi), Indian  .,Lunch,High Protein Vegetarian, $10.00 
6021,Makka Cholam Sundal . (Spicy Sweet Corn .),South Indian  .,Side Dish,Vegetarian, $15.00 
6022,Thengai Thogayal . (Spicy and Tangy Coconut Chutney),South Indian  .,Side Dish,Vegetarian, $10.00 
6023,Thayir Vada . (Spicy Fritter Soaked In Sweet Yogurt .),South Indian  .,Snack,Vegetarian, $60.00 
