sno.,name,cuisine,course,diet, price 
1118,Asian Shrimp Rice Burger . ,Asian,Main Course,Non Vegeterian, $20.00 
1119,Stuffed Yellow Moong Dal And Onion Paratha . ,Indian,North Indian Breakfast,Vegetarian, $20.00 
1120,Watermelon Pizza .,Continental,Snack,Vegetarian, $10.00 
1121,Tofu Green Pulao .,Indian,Lunch,Vegetarian, $20.00 
1122,Sweet Avalakki pongal Pongal . - Sweetened Rice And Jaggery Pudding .,Tamil Nadu,South Indian Breakfast,Vegetarian, $5.00 
1123,Sakkarai Pongal . - Sweetened Rice And Jaggery Pudding .,Tamil Nadu,South Indian Breakfast,Vegetarian, $5.00 
1124,Hash Brown With Spinach & Cheese .,Continental,World Breakfast,Vegetarian, $10.00 
1125,Leftover Dal Paratha .,Indian,Indian Breakfast,High Protein Vegetarian, $20.00 
1126,Thai Chicken Massaman Curry .,Thai,Lunch,Non Vegeterian, $15.00 
1127,Cheese Balls With Capsicum .,Continental,Appetizer,Vegetarian, $10.00 
1128,Spinach and Dal Sabzi ., Indian,Dinner,High Protein Vegetarian, $10.00 
1129,Chapor Ghonto . -  Indian Mix Vegetable With Lentils Patties, Indian  .,Lunch,Vegetarian, $30.00 
1130,Manipuri Style Sana Thongpa .-Paneer and Green Beans in Milk Gravy .,North East India  .,Lunch,Vegetarian, $5.00 
1131,Chinese Vegetable Fried Rice With Red Cabbage/ Purple Cabbage,Chinese,Main Course,Vegetarian, $20.00 
1132,. for Lehsuni Moong Dal Tadka,Indian,Lunch,High Protein Vegetarian, $10.00 
1133,Kerala Style Varutharacha Mutta Curry .,Kerala  .,Main Course,Eggetarian, $10.00 
1134,Slow Cooker Mexican Chicken Stew .,Mexican,Main Course,Non Vegeterian, $-   
1135,Urulaikizhangu Podi Poriyal . (Spicy Potato Sabzi from Tamil Nadu),Tamil Nadu,Lunch,Vegetarian, $10.00 
1136,Chickpea and spinach fritters .,Greek,Appetizer,High Protein Vegetarian, $500.00 
1137,Kashmiri Style Haak T Thool . - Greens Cooked With Eggs,Kashmiri,Lunch,Eggetarian, $30.00 
1138,Chickpea & Date Tagine .,African,Dinner,High Protein Vegetarian, $15.00 
1139,Chole Capsicum Masala .,Indian,Dinner,Vegetarian, $30.00 
1140,Masala Bitter Gourd .,Indian,Side Dish,Diabetic Friendly, $15.00 
1141,Light And Healthy Spinach Soup .,Continental,Appetizer,Vegetarian, $10.00 
1142,Mexican Chicken Soup .,Continental,Appetizer,Non Vegeterian, $15.00 
1143,Corn & Soy Quesadillas with Spicy Mexican Salsa,Mexican,Snack,Vegetarian, $10.00 
1144,Achari Gosht . ,Indian,Lunch,Non Vegeterian, $10.00 
1145,Chow Chow Thakkali Kootu . - Chayote Squash In Dal Coconut Curry,South Indian  .,Lunch,Vegetarian, $10.00 
1146, Indian Style Chicken Saaru ., Indian,Lunch,Non Vegetarian, $10.00 
1147,Pearl Millet Pancake With Walnuts & Nutella (Bajra Millet),Continental,World Breakfast,Eggetarian, $10.00 
1148,Kothavarangai Paruppu Usili . - Gawar Phali Dal Sabzi,South Indian  .,Side Dish,High Protein Vegetarian, $60.00 
1149,Creamy Potato and Vegetable Salad .,Continental,Dinner,Vegetarian, $20.00 
1150,"Barley Salad With Mint, Cucumber & Olives",Continental,Dinner,Vegetarian, $15.00 
1151,Murungai Keerai Thanni Saaru .-Drumstick Leaves Soup,Tamil Nadu,Lunch,Vegetarian, $10.00 
1152,Chanar Dalna . - Indian Style Paneer & Potato Gravy, Indian  .,Lunch,Vegetarian, $15.00 
1153,Whole Wheat Palak Naan .,Indian,Dinner,High Protein Vegetarian, $25.00 
1154,Shrimp Sambal .,Malaysian,Lunch,Non Vegetarian, $10.00 
1155,Methi Murgh . - Chicken with Fenugreek Leaves,Indian,Lunch,Non Vegetarian, $10.00 
1156, Indian Style Bangaladumpa Vepudu . - Potato Fry ., Indian,Lunch,Vegetarian, $10.00 
1157,Kumbalakai Majjige Huli .- Ash Gourd Buttermilk Curry,Coastal  Indian,Side Dish,Vegetarian, $25.00 
1158,Fusilli Pasta . In A Spicy Roasted Beetroot Sauce,Italian,Dinner,Vegetarian, $10.00 
1159,Pudina Moong Dal . (Mint Moong Dal),Indian,Lunch,High Protein Vegetarian, $10.00 
1160,Carrot Soup .,Continental,Dinner,Vegetarian, $10.00 
1161,Stuffed Mooli Paneer Paratha . ,Indian,North Indian Breakfast,Vegetarian, $10.00 
1162,Savoury Yogurt Parfait .,Continental,World Breakfast,Vegetarian, $20.00 
1163,Walnut Mushroom Veg Bolognese . With A Twist,Italian,Main Course,Vegetarian, $15.00 
1164,Spicy Moroccan Rice With Chicken .,African,Main Course,Non Vegetarian, $30.00 
1165,Okra Okra .,Middle Eastern,Lunch,Vegetarian, $20.00 
1166,Kongunadu Kathirikai Rasam . - Spicy & Tangy Eggplant Rasam,South Indian  .,Dinner,Vegetarian, $10.00 
1167,Oven Baked Rice Casserole . ,Continental,Main Course,Vegetarian, $25.00 
1168,Shimla Mirchi Panchamrut . | Konkani Capsicum Cashew Peanut Sabzi,Konkan,Main Course,Vegetarian, $20.00 
1169,Dhaba Style Dal Fry . | Mixed Dal Tadka,Indian,Lunch,Vegetarian, $120.00 
1170,Methi Shakarkand Aloo Sabzi . - Sweet Potato & Fenugreek Leaves Sabzi,Indian,Side Dish,Vegetarian, $10.00 
1171,Kashmiri Style Shami Mutsch . - Minced Lamb Cutlets In Yogurt Gravy,Kashmiri,Side Dish,Non Vegeterian, $20.00 
1172,Protein Fingers .,Continental,Dinner,Non Vegetarian, $20.00 
1173,Roasted Garlic Potato Soup .,Continental,Appetizer,Vegetarian, $10.00 
1174,Maharastrian Style Kurkure Batate . (Spicy & Crispy Roasted Potatoes),Maharashtrian  .,Dinner,Vegetarian, $10.00 
1175,Chicken Schezwan Momo - Steamed Chicken Dumpling . ,Chinese,Appetizer,Non Vegeterian, $25.00 
1176,Shahi Paneer .,Indian,Lunch,High Protein Vegetarian, $20.00 
1177,Maharashtrian Kolambi Che Lonche . (Prawns In Pickle Masala),Maharashtrian  .,Side Dish,Non Vegeterian, $30.00 
1178,Palak Chole . (Spinach & Chickpea Curry),Indian,Lunch,High Protein Vegetarian, $20.00 
1179,Cheesy Mushroom Quesadilla .,Mexican,Appetizer,Vegetarian, $20.00 
1180,Jaisalmer Kala Chana Kadhi . - Rajasthani Chickpea Curry,Rajasthani,Lunch,High Protein Vegetarian, $20.00 
1181,Kondai Kadalai Puli Kuzhambu . - Tangy South Indian Kala Chana Curry,South Indian  .,Lunch,High Protein Vegetarian, $15.00 
1182,Basil Pesto Bombs .,Continental,Appetizer,Vegetarian, $5.00 
1183,Nepalese Style Dhal Bhat . ,Nepalese,Lunch,High Protein Vegetarian, $10.00 
1184,Doi Ilish . -  Indian Style Hilsa In Yogurt Gravy ., Indian  .,Lunch,Non Vegetarian, $5.00 
1185,Keeme Ja Bhalla . - Sindhi Mutton Keema Balls In Gravy,Sindhi,Main Course,Non Vegeterian, $15.00 
1186,Homemade Baked Beans . (Wholesome & Healthy),Fusion,,High Protein Vegetarian, $60.00 
1187,Egg Kothu Paratha .,Indian,Indian Breakfast,Eggetarian, $10.00 
1188,Vendakkai Podi Curry . - Vendakkai Poriyal,South Indian  .,Lunch,Vegetarian, $10.00 
1189,Roasted Vegetable Pesto Tart .,French,Appetizer,Vegetarian, $20.00 
1190,Rose Buns With Stuffed Mushroom .,Continental,Snack,Vegetarian, $12.00 
1191,Shepuchi Bhaji . (Stir Fried Maharashtrian Suva/Dill Greens),Maharashtrian  .,Dinner,Vegetarian, $10.00 
1192,Goan Style Caldinho de Abobora Branca . (Mild Curry of white Pumpkin),Goan  .,Lunch,Vegetarian, $10.00 
1193,Pasta Payasam . - Fusion Payasam With Pasta,Indian,Dessert,Vegetarian, $10.00 
1194,Desi Masala Pasta . Made Using Archana's Kitchen Quinoa Pasta,Fusion,Dinner,Vegetarian, $10.00 
1195,Noodle Sizzler With Garlic Pepper Sauce And Baked Vegetables .,Asian,Dinner,Vegetarian, $25.00 
1196,Cantonese Style Ban Mian Bian Rou . - Noodle Soup With Vegetable Dumplings,Cantonese,Main Course,Vegetarian, $10.00 
1197,Sichuan Dan-Dan Noodles . - Sesame Noodles With Crispy Tofu ,Sichuan,Main Course,Vegetarian, $10.00 
1198,Spicy Chow Mein Noodle Wrap .,Fusion,Snack,Vegetarian, $10.00 
1199,Schezwan Noodle Sandwich .,Fusion,Snack,Vegetarian, $15.00 
1200,Veg Noodle Pakora .,Indian,Appetizer,Vegetarian, $20.00 
1201,Hot and Spicy Chicken Curry Noodles .,Chinese,Lunch,Non Vegeterian, $10.00 
1202,Thai Flavoured Vegetable Noodles In Coconut Curry .,Thai,Main Course,Vegetarian, $10.00 
1203,Broccoli Chilli Noodles With Grilled Salmon .,Fusion,Lunch,Vegetarian, $10.00 
1204,Egg Hakka Noodles .,Chinese,Main Course,Eggetarian, $25.00 
1205,Tomato Millet Noodle Soup .,Fusion,Dinner,Vegetarian, $10.00 
1206,"Sesame Millet Noodle Salad with Raw Carrots, Cucumbers & Spicy Peanut Dressing",Asian,Dinner,Vegetarian, $10.00 
1207,Spicy Schezwan Vegetable Noodles . | Using Millet Noodles,Indo Chinese,Main Course,Vegetarian, $25.00 
1208,Thai Style Noodles . With Spinach | Made Using Millet Noodles,Thai,Dinner,Vegetarian, $20.00 
1209,Mixed Vegetable Noodle Cutlet . | Made from Millet Noodles,Asian,Appetizer,Vegetarian, $15.00 
1210,Chinese Bhel . - Crispy Noodle Salad Made With Millet Noodles,Fusion,Snack,Vegetarian, $15.00 
1211,Sweet and Spicy Millet Noodle Salad With Peanuts | Using Millet Hakka Noodles,Asian,Appetizer,Vegetarian, $20.00 
1212,Egg Hakka Noodles  . | Egg Chow Mein Made Using Millet Noodles,Indo Chinese,One Pot Dish,Eggetarian, $20.00 
1213,Vegetarian Chinese Noodle Bowl | Noodle Soup | Ramen Bowl Made Using Millet Noodles,Chinese,Main Course,Vegetarian, $20.00 
1214,Roasted Tomato & Tortellini Soup .,Italian,Dinner,Vegetarian, $60.00 
1215,Ringan Methi Nu Shaak . - Gujarati Style Eggplant & Fenugreek Leaves Sabzi, Indian,Lunch,Vegetarian, $10.00 
1216,Manipuri Style Karotkhabi Kanghou . - Bitter Gourd & Potato Stir Fry,North East India  .,Lunch,Vegetarian, $10.00 
1217,Spring Vegetables Tagliatelle Pasta in Mustard Lemon Basil Sauce,Italian,Main Course,Vegetarian, $20.00 
1218,Penne Pasta In Creamy Tomato Sauce Made Using Archana's Kitchen Multi Millet Penne Pasta,Italian,Dinner,Vegetarian, $10.00 
1219,Penne Arrabbiata Pasta . Using Multi Millet Penne Pasta,Italian,Dinner,Vegetarian, $10.00 
1220,Chicken Pizza With Caramelised Red Onion .,Italian,Lunch,Non Vegeterian, $120.00 
1221,Keerai Thoran . Made Using Amaranthus Leaves,Kerala  .,Lunch,Vegetarian, $25.00 
1222,Chinese Vegetarian Fried Rice With Apples .,Chinese,Dinner,, $35.00 
1223,Udupi Red Parboiled Rice Shavige .,Udupi,South Indian Breakfast,Vegetarian, $60.00 
1224,Parsi Keema Pulao .,Parsi  .,Dinner,Non Vegeterian, $20.00 
1225,Sun Dried Tomato Penne Pasta Salad With Goat Cheese,Italian,Dinner,Vegetarian, $10.00 
1226,Pull Apart Bread With Basil Pesto . ,Continental,Appetizer,Eggetarian, $60.00 
1227,Avarekaalu Usli (Broad Bean In Gravy) .,South Indian  .,Dinner,Vegetarian, $10.00 
1228,Mambazha Pulissery . - Mango Mor Kuzhambu .,Kerala  .,Lunch,Vegetarian, $15.00 
1229,Potato Sweet Corn & Cheese Cutlet  - Cheesy Sweet Corn Patty,Continental,Appetizer,Vegetarian, $10.00 
1230,Restaurant Style Green Peas Masala .,Indian,Main Course,Vegetarian, $20.00 
1231,Butter Chicken . - The Classic Indian Chicken Gravy,Indian,Dinner,Non Vegetarian, $10.00 
1232,Oats Omelette .,Continental,World Breakfast,Eggetarian, $5.00 
1233,Spicy Chilli Garlic Noodles .,Asian,Dinner,Vegetarian, $10.00 
1234,Asian Style Rice Noodle Salad . With Vegetables .,Asian,Dinner,Vegetarian, $10.00 
1235,Thai Chicken Noodle Soup With Veggies .,Thai,Appetizer,Non Vegeterian, $10.00 
1236,Cold Sesame Noodles .,Chinese,Main Course,Vegetarian, $10.00 
1237,Asian Style Chicken Noodle Soup,Asian,Appetizer,Non Vegetarian, $10.00 
1238,Fujian Style Noodle .  ,Chinese,Main Course,Vegetarian, $5.00 
1239,Bangkok Coconut Curry Noodle Bowl .,Asian,Lunch,Vegetarian, $20.00 
1240,Tofu & Peanut Noodles - Spiked With Sriracha Sauce,Asian,Dinner,High Protein Vegetarian, $20.00 
1241,Sesame Noodles . With Napa Cabbage,Asian,Dinner,Vegetarian, $15.00 
1242,Chilled Sweet & Sour Cucumber Noodle Salad . ,Asian,Appetizer,Vegetarian, $15.00 
1243,"Chettinad Fish Fry With Roasted Corn, Onions And Carrots With French Beans .",Chettinad,Lunch,Non Vegetarian, $10.00 
1244,Sweet Potato And Broccoli Sabzi .,Indian,Lunch,Vegetarian, $10.00 
1245,Chettinad Chicken Roast . | Chicken Ghee Roast .,Chettinad,Appetizer,Non Vegetarian, $15.00 
1246,Vietnamese Lemongrass Shrimp Skewers . ,Vietnamese,Appetizer,Non Vegeterian, $10.00 
1247,Goan Style Chicken Galinha Cafreal .,Goan  .,Lunch,Non Vegeterian, $60.00 
1248,Moroccan Spiced Millet And Lentil Salad .,African,Dinner,Vegetarian, $10.00 
1249,Baked Potato Thyme Rolls .,Continental,Appetizer,Vegetarian, $15.00 
1250,Maharashtrian Narali Bhaat . (Sweetened Coconut Rice),Maharashtrian  .,Lunch,Vegetarian, $20.00 
1251,Chinese Chicken Sweet Corn Soup . ,Chinese,Appetizer,Non Vegetarian, $20.00 
1252,Dudhi Dal Gosht .-Mutton With Bottle Gourd & Lentils,Indian,Dinner,Non Vegeterian, $15.00 
1253,French Onion Tart .,Continental,Appetizer,Vegetarian, $30.00 
1254,Tofu Methi Paratha .,Indian,North Indian Breakfast,High Protein Vegetarian, $10.00 
1255,Broccoli With Lemon Butter Sauce . ,Continental,Side Dish,Vegetarian, $5.00 
1256,Hurali Saaru . - Healthy Horse Gram and Coconut Curry,Tamil Nadu,Dinner,High Protein Vegetarian, $10.00 
1257,Chicken Wings With Bhuna Masala . ,Indian,Appetizer,Non Vegetarian, $10.00 
1258,Homemade Hoisin Sauce .,Chinese,,Vegetarian, $-   
1259,Gujarati Dhokla Pizza .,Fusion,Appetizer,High Protein Vegetarian, $20.00 
1260,Soy Chunks Manchurian . In Sweet & Spicy Chinese Sauce,Indo Chinese,Dinner,Vegetarian, $15.00 
1261,Kerala Style Chicken Stew . ,Kerala  .,Lunch,Non Vegetarian, $10.00 
1262,Creamy Thai Sweet Potato Curry .,Asian,Dinner,Vegetarian, $10.00 
1263,Soya Chunks Sabzi,Indian,Lunch,High Protein Vegetarian, $10.00 
1264,Ratatouille with Grilled Cottage Cheese Steak,French,Main Course,Vegetarian, $15.00 
1265,Rase Wale Aloo . (Boiled Potato in Tangy Tomato Sauce),Indian,Lunch,No Onion No Garlic (Sattvic), $20.00 
1266,Vegetarian Sushi .,Japanese,Appetizer,Vegetarian, $10.00 
1267,Kovakka Thoran (Poriyal) .,Tamil Nadu,Lunch,Vegetarian, $10.00 
1268,Toffee Banana . (Classic Chinese Dessert),Chinese,Dessert,Vegetarian, $10.00 
1269,Homemade Whole Wheat Pav . / Ladi Pav,Goan  .,Side Dish,Vegetarian, $60.00 
1270,Kala Chana Mithaas Liye . (Chickpeas & Lotus seed In Date Curry),Himachal,Lunch,Vegetarian, $5.00 
1271,Kondakadalai Puli Vengaya Kuzhambu . (South Indian Style Spicy And Tangy Kala Chana),Chettinad,Lunch,High Protein Vegetarian, $10.00 
1272,Homemade Stovetop Granola . Using Jaggery,Continental,World Breakfast,Vegetarian, $5.00 
1273,Himachali Style Pahari Aloo Palda . - Potatoes In Yogurt Gravy,Himachal,Lunch,Vegetarian, $10.00 
1274,Zucchini & Red Pepper Muffin .,Continental,Snack,Vegetarian, $15.00 
1275,Tadkewali Masoor Dal . - High Protein Masoor Dal .,Indian,Lunch,High Protein Vegetarian, $10.00 
1276,Pan Roasted Zucchini & Mushroom . ,Continental,Side Dish,Vegetarian, $10.00 
1277,Pan Roasted Herbed Baby Potato . With Vegetables ,Continental,Side Dish,Vegetarian, $5.00 
1278,Rustic Cottage Pie With Mushroom Sauce .,Continental,Dinner,Vegetarian, $20.00 
1279,Kollu Rasam . - Healthy Horse Gram Rasam,South Indian  .,Lunch,Diabetic Friendly, $10.00 
1280,Rajasthani Gatte Ka Pulao .,Rajasthani,Lunch,Vegetarian, $10.00 
1281,Khakhra Vegetable Pizza .,Indian,Snack,Vegetarian, $20.00 
1282,Sarson Saag Pulao .-Spinach Mustard Greens Pulao,Indian,Lunch,Vegetarian, $20.00 
1283,Crispy Whole Wheat Pizza With Spinach Pesto & Roasted Vegetables .,Italian,Dinner,Vegetarian, $15.00 
1284,Shabnam Curry . - Mughlai Style Mushroom And Peas Gravy,Mughlai,Main Course,Vegetarian, $10.00 
1285,Creamed Spinach . ,Italian,Side Dish,Vegetarian, $10.00 
1286,Vegetable Pasta Soup .,Italian,Dinner,Vegetarian, $10.00 
1287,????ùç????ù???? ????ù?????ùç??? ????ù????????????? - Sweet Corn Poriyal (. In Hindi),Tamil Nadu,Lunch,Vegetarian, $5.00 
1288,Broccoli And Tofu Green Curry .,Indian,Dinner,Vegetarian, $15.00 
1289,Four Cheese and Spinach Stuffed Mushrooms .,Continental,Appetizer,Vegetarian, $10.00 
1290,Thai Lemongrass Rice .,Thai,Lunch,Vegetarian, $10.00 
1291,Maavina Hannina Gojju ( Indian Style Ripe Mango Curry .),South Indian  .,Lunch,Vegetarian, $15.00 
1292,Beet Carrot and Apple Salad in Orange Mustard Vinaigrette .,Continental,Side Dish,Vegetarian, $15.00 
1293,Maakhmi Dal .-Sindhi Style Moong Dal,Sindhi,Main Course,Vegetarian, $30.00 
1294,"Pita Topped With Oven Roasted Cauliflower, Basil Avocado Sauce .",Fusion,Lunch,Vegetarian, $10.00 
1295,Shahi Bhindi . in Cashew Nut Gravy - Okras in Cashew Nut Curry,Indian,Lunch,Vegetarian, $10.00 
1296,Shahi Bhindi . in Cashew Nut Gravy - Okras in Cashew Nut Curry,Indian,Lunch,Vegetarian, $10.00 
1297,Eggless Paneer Mc Puff . -Mc Donald's Style,Continental,Snack,Vegetarian, $20.00 
1298,Dry Methi Malai Matar .,Indian,Dinner,Vegetarian, $10.00 
1299,White Bean Pasta .,Italian,Dinner,Vegetarian, $10.00 
1300,Badami Paneer Masala . -Paneer In Almond Gravy,Indian,Side Dish,High Protein Vegetarian, $10.00 
1301,Gawar Ki Sabzi . - Cluster Beans Curry ,Rajasthani,Lunch,Vegetarian, $10.00 
1302,Carrot Ribbon Salad With Asian Sesame Dressing .,Continental,Side Dish,Vegetarian, $10.00 
1303,Thai Coconut Curry Soup .,Thai,Appetizer,Vegetarian, $20.00 
1304,Lavand-E-Murgh . - Afghani Chicken In Yoghurt Gravy ,Afghan,Dinner,Non Vegetarian, $15.00 
1305,Punjabi Sabut Moong Ki Dal . (Whole Green Lentils Cooked With Punjabi Spices),Indian,Lunch,High Protein Vegetarian, $10.00 
1306,Chicken Spinach Cheese Balls .,Italian,Appetizer,Non Vegetarian, $10.00 
1307,Sindhi Style Doda . (Spring Onion Rice Flour Flat Bread .),Sindhi,North Indian Breakfast,Vegetarian, $15.00 
1308,Savory Multigrain Waffles . with Green Chillies & Tabasco Sauce,Continental,Snack,Vegetarian, $15.00 
1309,Stuffed Zucchini . With Roasted Peppers & Mushrooms Made With Cheesy Dip,Continental,Side Dish,Vegetarian, $20.00 
1310,. for Kolhapuri Khichdi in Maharashtrian Style,Maharashtrian  .,North Indian Breakfast,Vegetarian, $130.00 
1311,Soft Taco With Mushroom and Roasted Bell pepper Sauce .,Mexican,Appetizer,Vegetarian, $10.00 
1312,Soya Chunk And Green Peas Sabzi . ,Indian,Lunch,Vegetarian, $10.00 
1313,Traditional Whole Gobi Musallam .,Indian,Dinner,Diabetic Friendly, $10.00 
1314,Persian Style Taftan .,Mediterranean,Side Dish,Vegetarian, $60.00 
1315,. for Khandeshi Sev Bhaji,Maharashtrian  .,Lunch,Vegetarian, $10.00 
1316,Kerala Style Ulli Theeyal . - Small Onions Roasted in Spicy Tamarind Coconut Gravy,Kerala  .,Side Dish,Vegetarian, $15.00 
1317,Sweet Potato & Methi Stuffed Paratha . ,Indian,North Indian Breakfast,Diabetic Friendly, $30.00 
1318,Focaccia Bread with Sweet Onion and Capers . ,Italian,Side Dish,Vegetarian, $120.00 
1319,Murgh Musallam . - Masala Roasted Chicken,Indian,Appetizer,Non Vegeterian, $60.00 
1320,Chicken Kappa Biryani .,Kerala  .,Lunch,Non Vegeterian, $10.00 
1321,Asian Style Bean Sprout & Corn Salad .,Continental,Appetizer,High Protein Vegetarian, $30.00 
1322,Makhana Sabzi .,Indian,Lunch,Vegetarian, $10.00 
1323,Dherosh Chingri Jhol . ( Indian Style Prawn Curry With Ladies Finger), Indian  .,Side Dish,Non Vegeterian, $15.00 
1324, Indian Style Tamati Pachadi . (Tomato Chutney), Indian,Side Dish,Vegetarian, $15.00 
1325,Chinese Vegetable Dry Manchurian Balls . (No Onion No Garlic),Indo Chinese,Side Dish,No Onion No Garlic (Sattvic), $10.00 
1326,Maa Ki Dal . - Punjabi Style Black Urad Dal .,Punjabi,Dinner,High Protein Vegetarian, $10.00 
1327,Nigella Seed Beetroot Rice .,Indian,Dinner,Vegetarian, $10.00 
1328,Classic Greek salad .,Greek,Appetizer,Vegetarian, $30.00 
1329,Cold Pasta Salad With Potatoes And Green Peas .,Italian,Dinner,Vegetarian, $10.00 
1330,Homemade Chocolate Almond Spread .,Continental,Side Dish,Vegetarian, $10.00 
1331, Indian Style Avarekalu Huli Saru . (Field Beans in a Coconut based Gravy .) , Indian,Lunch,Vegetarian, $15.00 
1332,Sweet Potato Pineapple Skewers In Spicy Sweetish Peanut Dip .,Asian,Appetizer,Vegetarian, $30.00 
1333,Gujarati Kobi Marcha No Sambharo . - Cabbage & Bell Pepper Stir Fry, Indian,Side Dish,Vegetarian, $10.00 
1334,Stuffed Bun With Veggies .,Continental,Appetizer,Vegetarian, $80.00 
1335,Delicious Skillet Plum Cake . ,Continental,Snack,Eggetarian, $10.00 
1336,Spinach Corn Pasta . In Creamy White Sauce,Italian,Dinner,Vegetarian, $15.00 
1337,Gujarati Undhiyu . - Mixed Vegetable With Fenugreek Dumplings, Indian,Main Course,Vegetarian, $25.00 
1338,Chinese Style Oats Vegetable Dimsums .,North East India  .,Appetizer,Vegetarian, $10.00 
1339,Parangikkai Keerai Kuzhambu . (Pumpkin Spinach Curry),South Indian  .,Side Dish,High Protein Vegetarian, $15.00 
1340,Chicken In Thai Basil Sauce . ,Thai,Appetizer,Non Vegetarian, $15.00 
1341,Royyala Kura . ( Indian Style Prawn Curry), Indian,Dinner,Non Vegeterian, $15.00 
1342,Mochar Ghonto . (Traditional Banana Blossom Curry From West Bengal), Indian  .,Dinner,Vegetarian, $10.00 
1343,Whole Wheat Oats And Pesto Bread .,Continental,Dinner,Vegetarian, $120.00 
1344,Kolkata Chicken Chaap .  - Slow Cooked Chicken Legs, Indian  .,Side Dish,Non Vegeterian, $30.00 
